dataset,N,N_indexed,query_id,method,step,node_id,node_type,is_revoked,access_predicate_checked,distance_scored,frontier_inserted,node_expanded,result_returned,bypass_edge_used,frontier_size_after_step,candidate_score
SIFT1M,1000000,1000000,23,Lethe,3,authorized_23_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,23,Lethe,4,revoked_bridge_23_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,23,Lethe,5,revoked_bridge_23_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,23,Lethe,6,authorized_23_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,23,Lethe,7,authorized_23_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,23,Lethe,8,authorized_23_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,23,Lethe,9,authorized_23_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,23,Lethe,10,authorized_23_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,23,Lethe,11,authorized_23_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,23,Lethe,12,authorized_23_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,24,Tombstone,1,authorized_24_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,24,Tombstone,2,authorized_24_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,24,Tombstone,3,authorized_24_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,24,Tombstone,4,revoked_bridge_24_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,24,Tombstone,5,revoked_bridge_24_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,24,Tombstone,6,authorized_24_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,24,Tombstone,7,authorized_24_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,24,Tombstone,8,authorized_24_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,24,Tombstone,9,authorized_24_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,24,Tombstone,10,authorized_24_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,24,Tombstone,11,authorized_24_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,24,Tombstone,12,authorized_24_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,24,Lethe,1,authorized_24_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,24,Lethe,2,authorized_24_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,24,Lethe,3,authorized_24_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,24,Lethe,4,revoked_bridge_24_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,24,Lethe,5,revoked_bridge_24_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,24,Lethe,6,authorized_24_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,24,Lethe,7,authorized_24_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,24,Lethe,8,authorized_24_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,24,Lethe,9,authorized_24_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,24,Lethe,10,authorized_24_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,24,Lethe,11,authorized_24_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,24,Lethe,12,authorized_24_12,authorized,False,False,True,True,True,True,False,32,1.25
